id,clave,descripcion,unidad,cantidad,tipo,caracteristicas,controlado,red frio,fecha,consejo,focales,atc,estatus
1368,010000544700,Mecloretamina. Solución Inyectable Cada frasco ámpula contiene: Clorhidrato de mecloretamina 10 mg Envase con 1 frasco ámpula.,,,,,,,28/02/2020,,,,
1369,010000544900,Anastrozol. Tableta Cada Tableta contiene: Anastrozol 1 mg Envase con 28 Tabletas,ENV,28,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
1370,010000545000,Leuprorelina. Suspensión Inyectable Cada jeringa prellenada con polvo liofilizado contiene: Acetato de leuprorelina 22.5 mg Envase con jeringa prellenada con polvo liofilizado y jeringa prellenada con 0.5 ml con sistema de Liberación.,ENV,1,JGO,,NO,SI,28/02/2020,Oncología,,,Incluido
1371,010000545100,Cinarizina. Tableta Cada Tableta contiene: Cinarizina 75 mg Envase con 60 Tabletas,ENV,60,TAB,,0,0,28/02/2020,,,,
1372,010000545200,Pegfilgrastim. Solución Inyectable Cada jeringa prellenada contiene: Pegfilgrastim 6 mg Envase con una jeringa prellenada con 6 mg/0.60 ml.,ENV,1,JGA,,NO,SI,28/02/2020,Oncología,,,Incluido
1373,010000545300,Pemetrexed. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Pemetrexed disódico heptahidratado o Pemetrexed disódico equivalente a 500 mg de pemetrexed Envase con frasco ámpula.,ENV,1,F.A.,,NO,NO,28/02/2020,Oncología,,,Incluido
1374,010000545400,Tietilperazina. Supositorio Cada Supositorio contiene: Maleato de tietilperazina 6.5 mg Envase con 6 Supositorios.,,,,,,,28/02/2020,,,,
1375,010000545500,Fludarabina. Comprimido Cada Comprimido contiene: Fosfato de fludarabina 10 mg Envase con 15 Comprimidos.,ENV,15,COMP,,NO,SI,28/02/2020,Oncología,,,Incluido
1376,010000545600,Tropisetrón. Solución Inyectable Cada ampolleta contiene: Clorhidrato de tropisetrón equivalente a 5 mg de tropisetrón. Envase con 1 ampolleta.,ENV,1,F.A.,,NO,NO,28/02/2020,Oncología,,,Incluido
1377,010000545601,Tropisetrón. Solución Inyectable Cada ampolleta contiene: Clorhidrato de tropisetrón equivalente a 5 mg de tropisetrón. Envase con 3 ampolletas.,ENV,3,AMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1378,010000545602,Tropisetrón. Solución Inyectable Cada ampolleta contiene: Clorhidrato de tropisetrón equivalente a 5 mg de tropisetrón. Envase con 10 ampolletas.,ENV,10,AMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1379,010000545700,Docetaxel. Solución inyectable. Cada frasco ámpula contiene: Docetaxel anhidro o trihidratado equivalente a 20 mg de docetaxel Envase con frasco ámpula con 20 mg y frasco ámpula con 1.5 ml de diluyente.,ENV,1,ENV,,NO,SI,28/02/2020,Oncología,,,Equivalente
1380,010000545701,Docetaxel. Solución inyectable Cada frasco ámpula contiene: Docetaxel anhidro otrihidratado equivalente a 20 mg de docetaxel. Envase con frasco ámpula con 20 mg con 1 ml.,F.A.,1,ML,,NO,SI,28/02/2020,Oncología,,,Equivalente
1381,010000545702,Docetaxel. Solución inyectableCada frasco ámpula contiene: Docetaxel anhidro o trihidratado equivalente a 20 mg de docetaxel. Envase con frasco ámpula con 20 mg con 2 ml.,F.A.,2,ML,,NO,SI,28/02/2020,Oncología,,,Equivalente
1382,010000545800,Oxaliplatino. Solución Inyectable Cada frasco ámpula contiene: oxaliplatino 50 mg Envase con un frasco ámpula con liofilizado o envase con un frasco ámpula con 10 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Oncología,,,Incluido
1383,010000545900,Oxaliplatino. Solución Inyectable Cada frasco ámpula contiene: oxaliplatino 100 mg Envase con un frasco ámpula con liofilizado o envase con un frasco ámpula con 20 ml.,ENV,1,ENV,,NO,NO,28/02/2020,Oncología,,,Incluido
1384,010000546000,Capecitabina. Tableta. Cada tableta contiene: Capecitabina 150 mg Envase con 60 Tabletas.,ENV,60,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
1385,010000546100,Capecitabina. Tableta. Cada tableta contiene: Capecitabina 500 mg Envase con 120 Tabletas.,ENV,120,GRA,,NO,NO,28/02/2020,Oncología,,,Incluido
1386,010000546200,Buserelina. Implante de Liberación Prolongada Cada Implante contiene: Acetato de buserelina equivalente a 9.45 mg de buserelina Caja con sobre-bolsa con una jeringa precargada con un Implante,CJA,1,IMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1387,010000546300,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 100 mg Envase con 5 Cápsulas,ENV,5,CAP,,NO,NO,28/02/2020,Oncología,,,Eliminado
1388,010000546301,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 100 mg Envase con 10 Cápsulas.,,,,,,,28/02/2020,,,,
1389,010000546302,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 100 mg Envase con 20 Cápsulas,ENV,20,CAP,,NO,NO,28/02/2020,Oncología,,,Incluido
1390,010000546400,Megestrol. Suspensión Oral. Cada 100 ml contienen: Acetato de megestrol 4 g Envase con 240 ml (40mg/ml),,,,,,,28/02/2020,,,,
1391,010000546500,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 20 mg Envase con 5 Cápsulas,ENV,5,CAP,,NO,NO,28/02/2020,Oncología,,,Eliminado
1392,010000546501,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 20 mg Envase con 10 Cápsulas,,,,,,,28/02/2020,,,,
1393,010000546502,Temozolomida. Cápsula Cada Cápsula contiene: Temozolomida 20 mg Envase con 20 Cápsulas,ENV,20,CAP,,NO,NO,28/02/2020,Oncología,,,Incluido
1394,010000546600,Cultivo bcg. Suspensión Cada frasco con liofilizado contiene: Mycobacterium bovis (BCG) cepa danesa 1331 30 mg Envase con 4 frascos ámpula.,ENV,4,F.A.,,NO,NO,28/02/2020,Oncología,,,Incluido
1395,010000546800,Ácido zoledrónico. Solución Inyectable Cada frasco ámpula con 5 ml contiene: Acido zoledrónico monohidratado equivalente a 4.0 mg de ácido zoledrónico Envase con un frasco ámpula.,ENV,1,ENV,,NO,NO,28/02/2020,Oncología,,,Incluido
1396,010000546900,Clodronato disódico. Comprimido. Cada comprimido contiene: Clodronato disódico tetrahidratado equivalente a 800 mg de clodronato disódico Envase con 60 Comprimidos.,ENV,60,COMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1397,010000547000,Gefitinib. Tableta Cada Tableta contiene: Gefitinib 250 mg Envase con 30 Tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
1398,010000547100,Valproato semisódico. Cápsula Cada Cápsula contiene: Valproato semisódico equivalente a 125 mg de ácido valpróico Envase con 60 Cápsulas.,ENV,60,CAP,,0,0,28/02/2020,,,,
1399,010000547200,Bevacizumab. Solución Inyectable Cada frasco ámpula contiene: Bevacizumab 100 mg Envase con frasco ámpula con 4 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Oncología,,,Incluido
1400,010000547300,Bevacizumab. Solución Inyectable Cada frasco ámpula contiene: Bevacizumab 400 mg Envase con frasco ámpula con 16 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Oncología,,,Incluido
1401,010000547400,Erlotinib. Comprimido Cada Comprimido contiene: Clorhidrato de erlotinib equivalente a 150 mg de erlotinib Envase con 30 Comprimidos.,ENV,30,COMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1402,010000547500,Cetuximab. Solución Inyectable. Cada frasco ámpula contiene: Cetuximab 100 mg Envase con frasco ámpula con 50 ml (2 mg/ml).,ENV,1,F.A.,,NO,SI,28/02/2020,Oncología,,,Equivalente
1403,010000547501,Cetuximab. Solución Inyectable. Cada frasco ámpula contiene: Cetuximab 100 mg Envase con frasco ámpula con 20 ml (5 mg/ml).,ENV,1,F.A.,,NO,SI,28/02/2020,Oncología,,,Equivalente
1404,010000548000,Sorafenib. Comprimido Cada Comprimido contiene: Tosilato de sorafenib equivalente a 200 mg de sorafenib Envase con 112 Comprimidos.,ENV,112,COMP,,NO,NO,28/02/2020,Oncología,,,Incluido
1405,010000548100,Paroxetina. Tableta Cada Tableta contiene: Clorhidrato de paroxetina equivalente a 20 mg de paroxetina. Envase con 10 Tabletas.,ENV,10,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1406,010000548200,Sunitinib. Cápsula Cada Cápsula contiene: Malato de sunitinib equivalente a 12.5 mg de sunitinib Envase con 28 Cápsulas.,ENV,28,CAP,,NO,NO,28/02/2020,Oncología,,,Incluido
1407,010000548300,Zuclopentixol. Solución Inyectable Cada ampolleta contiene: decanoato de zuclopentixol 200 mg Envase con una ampolleta.,ENV,1,AMP,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1408,010000548400,Zuclopentixol. Tableta Cada Tableta contiene: Diclorhidrato de zuclopentixol equivalente a 25 mg de zuclopentixol Envase con 20 Tabletas.,ENV,20,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1409,010000548401,Zuclopentixol. Tableta Cada Tableta contiene: Diclorhidrato de zuclopentixol equivalente a 25 mg de zuclopentixol Envase con 50 Tabletas.,ENV,50,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1410,010000548500,Olanzapina. Tableta Cada Tableta contiene: olanzapina 5 mg Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1411,010000548501,Olanzapina. Tableta Cada Tableta contiene: olanzapina 5 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1412,010000548600,Olanzapina. Tableta Cada Tableta contiene: olanzapina 10 mg Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1413,010000548601,Olanzapina. Tableta Cada Tableta contiene: olanzapina 10 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1414,010000548700,Citalopram. Tableta Cada Tableta contiene: Bromhidrato de citalopram equivalente a 20 mg de citalopram. Envase con 14 Tabletas,ENV,14,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1415,010000548701,Citalopram. Tableta Cada Tableta contiene: Bromhidrato de citalopram equivalente a 20 mg de citalopram. Envase con 28 Tabletas,ENV,28,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1416,010000548800,Valproato semisódico. Comprimido con Capa Entérica Cada Comprimido contiene: Valproato semisódico equivalente a 250 mg de ácido valproico. Envase con 30 Comprimidos.,ENV,30,COMP,,0,0,28/02/2020,,,,
1417,010000548900,Quetiapina. Tableta Cada Tableta contiene: Fumarato de quetiapina equivalente a 100 mg de quetiapina Envase con 60 Tabletas.,ENV,60,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1418,010000549000,Mirtazapina. Tableta o Tableta Dispersable Cada Tableta o Tableta Dispersable contiene: Mirtazapina 30 mg Envase con 30 Tabletas o Tabletas Dispersables,ENV,30,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1419,010000549100,Hidralazina valproato de magnesio. Tableta de Liberación Prolongada Cada Tableta de Liberación Prolongada contiene: Clorhidrato de Hidralazina 182 mg Cada Tableta de Liberación Prolongada contiene: Valproato de magnesio 700 mg Envase con 28 Tabletas de Liberación Prolongada de clorhidrato de hidralazina y 84 Tabletas de Liberación Prolongada de valproato de magnesio,ENV,28,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
1420,010000549200,Hidralazina valproato de magnesio. Tableta de Liberación Prolongada Cada Tableta de Liberación Prolongada contiene: Clorhidrato de Hidralazina 83 mg Cada Tableta de Liberación Prolongada contiene: Valproato de magnesio 700 mg Envase con 28 Tabletas de Liberación Prolongada de clorhidrato de hidralazina y 84 Tabletas de Liberación Prolongada de valproato de magnesio,,,,,,,28/02/2020,,,,
1421,010000549400,Quetiapina. Tableta de Liberación Prolongada Cada Tableta de Liberación Prolongada contiene: Fumarato de quetiapina equivalente a 300 mg de quetiapina Envase con 30 Tabletas de Liberación Prolongada,ENV,30,TAB,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
1422,010000550100,Diclofenaco. Solución inyectable. Cada ampolleta contiene: Diclofenaco sódico 75 mg Envase con 2 ampolletas con 3 ml.,ENV,2,AMP,,0,0,28/02/2020,,,,
1423,010000550200,Levamisol. Tableta Cada Tableta contiene: Clorhidrato de levamisol equivalente a 50 mg de levamisol. Envase con 2 Tabletas.,ENV,2,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
1424,010000550300,Sulindaco. Tableta o Gragea Cada Tableta o Gragea contiene: Sulindaco 200 mg Envase con 20 Tabletas o Grageas.,ENV,20,TAB,,0,0,28/02/2020,,,,
1425,010000550500,Celecoxib. Cápsula. Cada cápsula contiene: Celecoxib 100 mg Envase con 20 Cápsulas.,ENV,20,CAP,,0,0,28/02/2020,,,,
1426,010000550600,Celecoxib. Cápsula. Cada cápsula contiene: Celecoxib 200 mg. Envase con 10 Cápsulas.,ENV,10,CAP,,0,0,28/02/2020,,,,
1427,010000554100,Letrozol. Gragea o Tableta Cada Gragea o Tableta contiene: Letrozol 2.5 mg Envase con 30 Grageas o Tabletas,ENV,30,T.G.,,NO,NO,28/02/2020,Oncología,,,Incluido
1428,010000554300,Galsulfasa. Solución Inyectable. Cada frasco ámpula contiene: Galsulfasa 5 mg Envase con un frasco ámpula con 5 ml (1 mg/ml).,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1429,010000554400,Rivaroxabán. Comprimido Cada Comprimido contiene: Rivaroxabán 10 mg Envase con 10 Comprimidos,ENV,10,COMP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1430,010000554401,Rivaroxabán. Comprimido Cada Comprimido contiene: Rivaroxabán 10 mg Envase con 30 Comprimidos,ENV,30,COMP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1431,010000554500,Imiglucerasa. Solución Inyectable Cada frasco ámpula con polvo contiene: Imiglucerasa 400 U Envase con frasco ámpula con polvo liofilizado.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1432,010000554600,Agalsidasa beta. Solución Inyectable Cada frasco ámpula con polvo o liofilizado contiene: Agalsidasa beta 35 mg Envase con frasco ámpula con polvo liofilizado.,ENV,1,F.A.,,NO,NO,28/02/2020,Metabolismo,,,Incluido
1433,010000554700,Laronidasa. Solución Inyectable Cada frasco ámpula contiene: Laronidasa 2.9 mg (500 U) Envase con frasco ámpula con 5 ml (2.9 mg o 500 U),ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1434,010000554800,Alglucosidasa alfa. Solución Inyectable Cada frasco ámpula con polvo contiene: alglucosidasa alfa 50 mg Envase con frasco ámpula con polvo liofilizado.,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1435,010000554900,Agalsidasa alfa. Solución Inyectable Cada frasco ámpula contiene: Agalsidasa alfa 3.5 mg Envase con frasco ámpula con 3.5 ml (1 mg/ml).,ENV,1,F.A.,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1436,010000555000,Idursulfasa. Solución Inyectable. Cada frasco ámpula contiene: Idursulfasa 6 mg Envase con frasco ámpula con 3 ml (6 mg/3 ml).,ENV,1,F.A.,,NO,NO,28/02/2020,Metabolismo,,,Incluido
1437,010000555100,Dabigatrán Etexilato. Cápsula Cada Cápsula contiene: Dabigatrán etexilato mesilato equivalente a 75 mg de dabigatrán etexilato Envase con 30 Cápsulas.,ENV,30,CAP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1438,010000555101,Dabigatrán Etexilato. Cápsula Cada Cápsula contiene: Dabigatrán etexilato mesilato equivalente a 75 mg de dabigatrán etexilato Envase con 60 Cápsulas.,ENV,60,CAP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1439,010000555200,Dabigatrán Etexilato. Cápsula Cada Cápsula contiene: Dabigatrán etexilato mesilato equivalente a 110 mg de dabigatrán etexilato Envase con 30 Cápsulas.,ENV,30,CAP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1440,010000555201,Dabigatrán Etexilato. Cápsula Cada Cápsula contiene: Dabigatrán etexilato mesilato equivalente a 110 mg de dabigatrán etexilato Envase con 60 Cápsulas.,ENV,60,CAP,,NO,NO,28/02/2020,Hematologia,,,Incluido
1441,010000560000,Bosentan. Tableta Cada Tableta contiene: Bosentan 62.5 mg Envase con 60 Tabletas,ENV,60,TAB,,0,0,28/02/2020,,,,
1442,010000560100,Bosentan. Tableta Cada Tableta contiene: Bosentan 125 mg Envase con 60 Tabletas,ENV,60,TAB,,0,0,28/02/2020,,,,
1443,010000560200,Prasugrel. Tableta Cada Tableta contiene: Clorhidrato de prasugrel equivalente a 5 mg de prasugrel Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1444,010000560201,Prasugrel. Tableta Cada Tableta contiene: Clorhidrato de prasugrel equivalente a 5 mg de prasugrel Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1445,010000560300,Prasugrel. Tableta Cada Tableta contiene: Clorhidrato de prasugrel equivalente a 10 mg de prasugrel Envase con 14 Tabletas,ENV,14,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1446,010000560301,Prasugrel. Tableta Cada Tableta contiene: Clorhidrato de prasugrel equivalente a 10 mg de prasugrel Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1447,010000561000,Lanreotido. Solución Inyectable Cada jeringa prellenada contiene: Acetato de lanreótido equivalente a 90 mg de lanreótido Envase con una jeringa prellenada con 0.3 ml.,ENV,0.3,ML,,NO,SI,28/02/2020,Metabolismo,,,Eliminado
1448,010000561001,Lanreotido. Solución Inyectable Cada jeringa prellenada contiene: Acetato de lanreótido equivalente a 90 mg de lanreótido Envase con una jeringa prellenada de 0.5 ml con dispositivo de seguridad,ENV,1,JGA,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1449,010000561100,Lanreotido. Solución Inyectable Cada jeringa prellenada contiene: Acetato de lanreótido equivalente a 120 mg de lanreótido Envase con una jeringa prellenada con 0.5 ml.,,,,,,,28/02/2020,,,,
1450,010000561101,Lanreotido. Solución Inyectable Cada jeringa prellenada contiene: Acetato de lanreótido equivalente a 120 mg de lanreótido Envase con una jeringa prellenada de 0.5 ml con dispositivo de seguridad,ENV,1,JGA,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1451,010000561200,Calcipotriol betametasona. Ungüento Cada 100 g contienen: Calcipotriol 5 mg Dipropionato de betametasona equivalente a 50 mg de betametasona Envase con 30 g.,ENV,30,GR.,,0,0,28/02/2020,,,,
1452,010000561300,Denosumab. Solución Inyectable. Cada jeringa prellenada contiene: denosumab 60 mg Envase con una jeringa prellenada con 1 ml.,ENV,1,JGA,,NO,SI,28/02/2020,Metabolismo,,,Incluido
1453,010000561400,Taliglucerasa alfa. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Taliglucerasa alfa 200 U Envase con frasco ámpula con polvo liofilizado.,ENV,1,F.A.,,NO,NO,28/02/2020,Metabolismo,,,Incluido
1454,010000561500,Velaglucerasa alfa. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Velaglucerasa alfa 400 U Envase con frasco ámpula con liofilizado.,ENV,1,F.A.,,NO,NO,28/02/2020,Metabolismo,,,Incluido
1455,010000561600,Lenalidomida. Cápsula Cada Cápsula contiene: Lenalidomida 5 mg Envase con 21 Cápsulas,,,,,,,28/02/2020,,,,
1456,010000561700,Lenalidomida. Cápsula Cada Cápsula contiene: Lenalidomida 10 mg Envase con 21 Cápsulas,ENV,21,CAP,,NO,NO,28/02/2020,Oncología,,,Incluido
1457,010000561800,Lenalidomida. Cápsula Cada Cápsula contiene: Lenalidomida 15 mg Envase con 21 Cápsulas,,,,,,,28/02/2020,,,,
1458,010000561900,Lenalidomida. Cápsula Cada Cápsula contiene: Lenalidomida 25 mg Envase con 21 Cápsulas,ENV,21,CAP,,NO,NO,28/02/2020,Oncología,,,Incluido
1459,010000562000,Vildagliptina. Comprimido Cada Comprimido contiene: Vildagliptina 50 mg Envase con 28 Comprimidos.,ENV,28,COMP,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
1460,010000562100,Linagliptina. Tableta. Cada tableta contiene: Linagliptina 5 mg. Envase con 30 tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
1461,010000562200,Saxagliptina. Tableta Cada Tableta contiene: Clorhidrato de Saxagliptina monohidratada equivalente a 5 mg de saxagliptina Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
1462,010000562400,Romiplostim. Solución Inyectable Cada frasco ámpula con polvo contiene: Romiplostin 375 µg. Envase con un frasco ámpula con polvo (250 µg/0.5 ml reconstituido).,ENV,1,F.A.,,NO,NO,28/02/2020,Hematologia,,,Incluido
1463,010000562500,Darbepoetina alfa. Solución Inyectable Cada jeringa prellenada contiene: Darbepoetina alfa 20 µg. Envase con cuatro jeringas prellenadas con 0.5 ml.,,,,,,,28/02/2020,,,,
1464,010000562600,Darbepoetina alfa. Solución Inyectable Cada jeringa prellenada contiene: Darbepoetina alfa 30 µg. Envase con cuatro jeringas prellenadas con 0.3 ml.,ENV,4,JGA,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
1465,010000562700,Darbepoetina alfa. Solución Inyectable. Cada jeringa prellenada contiene: Darbepoetina alfa 40 µg. Envase con cuatro jeringas prellenadas con 0.4 ml.,ENV,4,JGA,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
1466,010000562800,Darbepoetina alfa. Solución Inyectable. Cada jeringa prellenada contiene: Darbepoetina alfa 60 µg. Envase con cuatro jeringas prellenadas con 0.3 ml.,,,,,,,28/02/2020,,,,
1467,010000562900,Darbepoetina alfa. Solución Inyectable Cada jeringa prellenada contiene: Darbepoetina alfa 100 µg Envase con cuatro Jeringas. prellenadas con 0.5 ml.,,,,,,,28/02/2020,,,,
1468,010000563000,Clopidogrel ácido acetilsalicílico. Tableta Cada tableta contiene: Bisulfato de clopidogrel equivalente a 75 mg de clopidogrel Acido acetilsalicílico 100 mg. Envase con 28 tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1469,010000563100,Alprostadil. Solución Inyectable. Cada ampolleta con liofilizado o solución contiene: Alprostadil 20 µg. Envase con una ampolleta.,ENV,1,AMP,,NO,SI,28/02/2020,Cardiovasculares,,,Eliminado
1470,010000563101,Alprostadil. Solución Inyectable. Cada ampolleta con liofilizado o solución contiene: Alprostadil 20 µg. Envase con 5 ampolletas con 1 ml de solución cada una (20 µg/ml).,ENV,5,AMP,,NO,SI,28/02/2020,Cardiovasculares,,,Eliminado
1471,010000563200,Darbepoetina alfa. Solución Inyectable. Cada jeringa prellenada contiene:Darbepoetina alfa 300 µg. Envase con 1 microjeringa con 0.6 ml.,ENV,1,JGA,,NO,NO,28/02/2020,Hematologia,,,Incluido
1472,010000563300,Darbepoetina alfa. Solución Inyectable Cada jeringa prellenada contiene: Darbepoetina alfa 500 µg. Envase con 1 microjeringa con 1.0 ml.,ENV,1,JGA,,NO,NO,28/02/2020,Hematologia,,,Incluido
1473,010000563400,Bemiparina de sodio. Solución Inyectable Cada jeringa prellenada contiene: Bemiparina de sodio 3 500 UI Envase con 2 Jeringas prellenadas con 0.2 ml.,ENV,2,JGA,,NO,NO,28/02/2020,Hematologia,,,Incluido
1474,010000563500,dexlansoprazol. Cápsula de liberación retardada cada cápsula de liberación retardada contiene: dexlansoprazol 60 mg Envase con 14 cápsulas de liberación retardada.,,,,,,,28/02/2020,,,,
1475,010000563501,dexlansoprazol. Cápsula de liberación retardada cada cápsula de liberación retardada contiene: dexlansoprazol 60 mg. Envase con 28 cápsulas de liberación retardada.,ENV,28,CAP,,0,0,28/02/2020,,,,
1476,010000563600,Eltrombopag. Tableta Cada Tableta contiene: Eltrombopag olamina equivalente a 25 mg de eltrombopag Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1477,010000563700,Eltrombopag. Tableta Cada Tableta contiene: Eltrombopag olamina equivalente a 50 mg de eltrombopag Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Hematologia,,,Incluido
1478,010000563800,Factor viii antihemofilico humano factor de von willebrand. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Factor VIII antihemofílico Humano 450 UI Factor de Von Willebrand 400 UI Proteínas 7.5 mg Envase con un frasco ámpula con liofilizado y un frasco ámpula con 5 ml de diluyente.,ENV,1,F.A.,,NO,SI,28/02/2020,Hemofilia,,,Eliminado
1479,010000563900,Factor viii antihemofilico humano factor de von willebrand. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Factor VIII antihemofílico Humano 900 UI Factor de Von Willebrand 800 UI Proteínas 15 mg Envase con un frasco ámpula con liofilizado y un frasco ámpula con 10 ml de diluyente.,ENV,1,F.A.,,NO,SI,28/02/2020,Hemofilia,,,Eliminado
1480,010000564000,"Efavirenz, emtricitabina, tenofovir disoproxilo. Tableta Cada Tableta contiene: Efavirenz 600 mg Emtricitabina 200 mg Fumarato de disoproxilo de tenofovir 300 mg equivalente a 245 mg Tenofovir disoproxil Envase con 30 Tabletas.",ENV,30,TAB,,NO,NO,28/02/2020,,,,
1481,010000564001,"Efavirenz, emtricitabina, tenofovir disoproxilo. Tableta. Cada tableta contiene: Efavirenz 600 mg. Emtricitabina 200 mg. Tenofovir disoproxil succinato 300.6 mg equivalente a 245 mg. de Tenofovir disoproxil. Envase con 30 tabletas.",ENV,30,TAB,,NO,NO,28/02/2020,,,,
1482,010000564100,Inmunoglobulina humana normal subcutánea. Solución Inyectable Cada frasco ámpula contiene: Inmunoglobulina humana normal 1650 mg Envase con un frasco ámpula con 10 ml.,ENV,1,F.A.,,0,0,28/02/2020,,,,
1483,010000564200,Inmunoglobulina humana normal subcutánea. Solución Inyectable Cada frasco ámpula contiene: Inmunoglobulina humana normal 3300 mg Envase con un frasco ámpula con 20 ml.,ENV,1,F.A.,Patentes,NO,SI,28/02/2020,Patentes,,,Incluido
1484,010000564300,Factor VIII de la coagulación sanguínea humano/factor de von willebrand. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Factor VIII de la coagulación sanguínea humano 250 UI Factor de Von Willebrand 600 UI Envase con un frasco ámpula con liofilizado y un frasco ámpula con 5 ml de diluyente,ENV,1,JGO,,NO,SI,28/02/2020,Hemofilia,,,Eliminado
1485,010000564400,Factor VIII de la coagulación sanguínea humano/factor de von willebrand. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Factor VIII de la coagulación sanguínea humano 500 UI. Factor de Von Willebrand 1200 UI. Envase con un frasco ámpula con liofilizado y un frasco ámpula con 10 ml de diluyente.,ENV,1,JGO,,NO,SI,28/02/2020,Hemofilia,,,Eliminado
1486,010000564500,Azilsartán medoxomilo. Tableta Cada Tableta contiene: Azilsartán medoxomilo de potasio equivalente a 80 mg de azilsartán medoxomilo Envase con 14 Tabletas.,,,,,,,28/02/2020,,,,
1487,010000564501,Azilsartán medoxomilo. Tableta Cada Tableta contiene: Azilsartán medoxomilo de potasio equivalente a 80 mg de azilsartán medoxomilo. Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Eliminado
1488,010000564600,Fluticasona. Suspensión en aerosol nasal. Cada disparo proporciona: Furoato de fluticasona 27.5 µg. Envase con 120 disparos.,ENV,1,ENV,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
